node_id,date,metric_name,value,delay_flag
SUP_01,2025-04-09,Production,280.45,0
SUP_01,2025-04-10,Production,507.34,0
SUP_02,2025-01-01,Production,355.45,0
SUP_02,2025-01-02,Production,482.66,0
SUP_02,2025-01-03,Production,160.4,0
SUP_02,2025-01-04,Production,454.78,0
SUP_02,2025-01-05,Production,613.95,0
SUP_02,2025-01-06,Production,573.33,0
SUP_02,2025-01-07,Production,446.57,0
SUP_02,2025-01-08,Production,448.71,0
SUP_02,2025-01-09,Production,677.91,0
SUP_02,2025-01-10,Production,596.44,0
SUP_02,2025-01-11,Production,325.69,0
SUP_02,2025-01-12,Production,334.63,0
SUP_02,2025-01-13,Production,314.73,0
SUP_02,2025-01-14,Production,442.91,0
SUP_02,2025-01-15,Production,219.06,0
SUP_02,2025-01-16,Production,20.55,0
SUP_02,2025-01-17,Production,406.56,0
SUP_02,2025-01-18,Production,500.32,0
SUP_02,2025-01-19,Production,487.09,0
SUP_02,2025-01-20,Production,665.88,0
SUP_02,2025-01-21,Production,192.83,0
SUP_02,2025-01-22,Production,347.9,0
SUP_02,2025-01-23,Production,163.0,0
SUP_02,2025-01-24,Production,498.91,0
SUP_02,2025-01-25,Production,429.19,0
SUP_02,2025-01-26,Production,354.33,0
SUP_02,2025-01-27,Production,458.25,0
SUP_02,2025-01-28,Production,309.35,0
SUP_02,2025-01-29,Production,246.65,0
SUP_02,2025-01-30,Production,764.47,0
SUP_02,2025-01-31,Production,611.23,0
SUP_02,2025-02-01,Production,413.36,0
SUP_02,2025-02-02,Production,143.3,0
SUP_02,2025-02-03,Production,407.36,0
SUP_02,2025-02-04,Production,564.26,0
SUP_02,2025-02-05,Production,483.8,0
SUP_02,2025-02-06,Production,650.79,0
SUP_02,2025-02-07,Production,694.11,0
SUP_02,2025-02-08,Production,433.18,0
SUP_02,2025-02-09,Production,356.87,0
SUP_02,2025-02-10,Production,351.63,0
SUP_02,2025-02-11,Production,367.73,0
SUP_02,2025-02-12,Production,629.98,0
SUP_02,2025-02-13,Production,365.61,0
SUP_02,2025-02-14,Production,115.57,0
SUP_02,2025-02-15,Production,542.51,0
SUP_02,2025-02-16,Production,430.32,0
SUP_02,2025-02-17,Production,357.04,0
SUP_02,2025-02-18,Production,59.32,0
SUP_02,2025-02-19,Production,682.81,0
SUP_02,2025-02-20,Production,588.55,0
SUP_02,2025-02-21,Production,223.79,0
SUP_02,2025-02-22,Production,480.2,0
SUP_02,2025-02-23,Production,234.37,0
SUP_02,2025-02-24,Production,179.28,0
SUP_02,2025-02-25,Production,32.42,0
SUP_02,2025-02-26,Production,605.06,0
SUP_02,2025-02-27,Production,625.08,0
SUP_02,2025-02-28,Production,388.35,0
SUP_02,2025-03-01,Production,438.09,0
SUP_02,2025-03-02,Production,799.18,0
SUP_02,2025-03-03,Production,299.7,0
SUP_02,2025-03-04,Production,214.27,0
SUP_02,2025-03-05,Production,475.38,0
SUP_02,2025-03-06,Production,559.33,0
SUP_02,2025-03-07,Production,390.93,0
SUP_02,2025-03-08,Production,166.25,0
SUP_02,2025-03-09,Production,297.35,0
SUP_02,2025-03-10,Production,586.3,0
SUP_02,2025-03-11,Production,592.21,0
SUP_02,2025-03-12,Production,117.58,0
SUP_02,2025-03-13,Production,206.74,0
SUP_02,2025-03-14,Production,253.98,0
SUP_02,2025-03-15,Production,444.94,0
SUP_02,2025-03-16,Production,889.09,0
SUP_02,2025-03-17,Production,393.13,0
SUP_02,2025-03-18,Production,462.36,0
SUP_02,2025-03-19,Production,291.39,0
SUP_02,2025-03-20,Production,964.4,0
SUP_02,2025-03-21,Production,330.24,0
SUP_02,2025-03-22,Production,348.18,0
SUP_02,2025-03-23,Production,481.08,0
SUP_02,2025-03-24,Production,186.49,0
SUP_02,2025-03-25,Production,610.92,0
SUP_02,2025-03-26,Production,448.34,0
SUP_02,2025-03-27,Production,282.32,0
SUP_02,2025-03-28,Production,331.45,0
SUP_02,2025-03-29,Production,73.14,0
SUP_02,2025-03-30,Production,339.46,0
SUP_02,2025-03-31,Production,0,0
SUP_02,2025-04-01,Production,360.37,0
SUP_02,2025-04-02,Production,351.4,0
SUP_02,2025-04-03,Production,332.81,0
SUP_02,2025-04-04,Production,334.03,0
SUP_02,2025-04-05,Production,282.47,0
SUP_02,2025-04-06,Production,695.54,0
SUP_02,2025-04-07,Production,736.36,0
SUP_02,2025-04-08,Production,416.26,0
SUP_02,2025-04-09,Production,677.56,0
SUP_02,2025-04-10,Production,389.02,0
SUP_03,2025-01-01,Production,386.28,0
SUP_03,2025-01-02,Production,275.38,0
SUP_03,2025-01-03,Production,596.95,0
SUP_03,2025-01-04,Production,580.22,0
SUP_03,2025-01-05,Production,178.1,0
SUP_03,2025-01-06,Production,483.71,0
SUP_03,2025-01-07,Production,341.07,0
SUP_03,2025-01-08,Production,259.97,0
SUP_03,2025-01-09,Production,444.59,0
SUP_03,2025-01-10,Production,45.71,0
SUP_03,2025-01-11,Production,358.57,0
SUP_03,2025-01-12,Production,848.11,0
SUP_03,2025-01-13,Production,541.79,0
SUP_03,2025-01-14,Production,210.74,0
SUP_03,2025-01-15,Production,566.59,0
SUP_03,2025-01-16,Production,468.67,0
SUP_03,2025-01-17,Production,382.41,0
SUP_03,2025-01-18,Production,326.58,0
SUP_03,2025-01-19,Production,450.15,0
SUP_03,2025-01-20,Production,325.18,0
SUP_03,2025-01-21,Production,413.51,0
SUP_03,2025-01-22,Production,605.81,0
SUP_03,2025-01-23,Production,621.87,0
SUP_03,2025-01-24,Production,176.84,0
SUP_03,2025-01-25,Production,351.31,0
SUP_03,2025-01-26,Production,788.57,0
SUP_03,2025-01-27,Production,828.52,0
SUP_03,2025-01-28,Production,527.91,0
SUP_03,2025-01-29,Production,789.13,0
SUP_03,2025-01-30,Production,704.56,0
SUP_03,2025-01-31,Production,422.19,0
SUP_03,2025-02-01,Production,29.39,0
SUP_03,2025-02-02,Production,437.11,0
SUP_03,2025-02-03,Production,179.85,0
SUP_03,2025-02-04,Production,478.73,0
SUP_03,2025-02-05,Production,817.92,0
SUP_03,2025-02-06,Production,502.4,0
SUP_03,2025-02-07,Production,284.57,0
SUP_03,2025-02-08,Production,203.63,0
SUP_03,2025-02-09,Production,36.41,0
SUP_03,2025-02-10,Production,48.41,0
SUP_03,2025-02-11,Production,792.75,0
SUP_03,2025-02-12,Production,630.35,0
SUP_03,2025-02-13,Production,422.39,0
SUP_03,2025-02-14,Production,417.77,0
SUP_03,2025-02-15,Production,439.05,0
SUP_03,2025-02-16,Production,447.53,0
SUP_03,2025-02-17,Production,743.31,0
SUP_03,2025-02-18,Production,532.2,0
SUP_03,2025-02-19,Production,32.31,0
SUP_03,2025-02-20,Production,673.48,0
SUP_03,2025-02-21,Production,43.4,0
SUP_03,2025-02-22,Production,364.42,0
SUP_03,2025-02-23,Production,157.96,0
SUP_03,2025-02-24,Production,458.5,0
SUP_03,2025-02-25,Production,185.13,0
SUP_03,2025-02-26,Production,159.71,0
SUP_03,2025-02-27,Production,229.5,0
SUP_03,2025-02-28,Production,621.47,0
SUP_03,2025-03-01,Production,410.87,0
SUP_03,2025-03-02,Production,590.57,0
SUP_03,2025-03-03,Production,736.61,0
SUP_03,2025-03-04,Production,500.22,0
SUP_03,2025-03-05,Production,570.12,0
SUP_03,2025-03-06,Production,245.73,0
SUP_03,2025-03-07,Production,432.18,0
SUP_03,2025-03-08,Production,207.94,0
SUP_03,2025-03-09,Production,566.69,0
SUP_03,2025-03-10,Production,640.94,0
SUP_03,2025-03-11,Production,653.5,0
SUP_03,2025-03-12,Production,444.05,0
SUP_03,2025-03-13,Production,638.67,0
SUP_03,2025-03-14,Production,419.38,0
SUP_03,2025-03-15,Production,331.7,0
SUP_03,2025-03-16,Production,555.78,0
SUP_03,2025-03-17,Production,602.96,0
SUP_03,2025-03-18,Production,914.3,0
SUP_03,2025-03-19,Production,603.62,0
SUP_03,2025-03-20,Production,218.04,0
SUP_03,2025-03-21,Production,243.92,0
SUP_03,2025-03-22,Production,175.74,0
SUP_03,2025-03-23,Production,466.3,0
SUP_03,2025-03-24,Production,218.3,0
SUP_03,2025-03-25,Production,737.04,0
SUP_03,2025-03-26,Production,388.58,0
SUP_03,2025-03-27,Production,585.22,0
SUP_03,2025-03-28,Production,481.96,0
SUP_03,2025-03-29,Production,522.44,0
SUP_03,2025-03-30,Production,231.61,0
SUP_03,2025-03-31,Production,442.94,0
SUP_03,2025-04-01,Production,359.96,0
SUP_03,2025-04-02,Production,428.66,0
SUP_03,2025-04-03,Production,476.27,0
SUP_03,2025-04-04,Production,593.58,0
SUP_03,2025-04-05,Production,351.91,0
SUP_03,2025-04-06,Production,623.53,0
SUP_03,2025-04-07,Production,519.37,0
SUP_03,2025-04-08,Production,795.28,0
SUP_03,2025-04-09,Production,0,0
SUP_03,2025-04-10,Production,314.59,0
SUP_04,2025-01-01,Production,519.01,0
SUP_04,2025-01-02,Production,311.75,0
SUP_04,2025-01-03,Production,531.41,0
SUP_04,2025-01-04,Production,454.51,0
SUP_04,2025-01-05,Production,338.02,0
SUP_04,2025-01-06,Production,489.79,0
SUP_04,2025-01-07,Production,392.28,0
SUP_04,2025-01-08,Production,399.95,0
SUP_04,2025-01-09,Production,530.31,0
SUP_04,2025-01-10,Production,428.78,0
SUP_04,2025-01-11,Production,397.39,0
SUP_04,2025-01-12,Production,560.1,0
SUP_04,2025-01-13,Production,500.95,0
SUP_04,2025-01-14,Production,431.65,0
SUP_04,2025-01-15,Production,406.71,0
SUP_04,2025-01-16,Production,438.82,0
SUP_04,2025-01-17,Production,536.49,0
SUP_04,2025-01-18,Production,396.13,0
SUP_04,2025-01-19,Production,380.15,0
SUP_04,2025-01-20,Production,519.89,0
SUP_04,2025-01-21,Production,434.53,0
SUP_04,2025-01-22,Production,455.51,0
SUP_04,2025-01-23,Production,478.78,0
SUP_04,2025-01-24,Production,428.61,0
SUP_04,2025-01-25,Production,317.08,0
SUP_04,2025-01-26,Production,438.37,0
SUP_04,2025-01-27,Production,518.05,0
SUP_04,2025-01-28,Production,569.12,0
SUP_04,2025-01-29,Production,443.54,0
SUP_04,2025-01-30,Production,448.43,0
SUP_04,2025-01-31,Production,524.87,0
SUP_04,2025-02-01,Production,482.66,0
SUP_04,2025-02-02,Production,466.2,0
SUP_04,2025-02-03,Production,341.48,0
SUP_04,2025-02-04,Production,427.17,0
SUP_04,2025-02-05,Production,461.78,0
SUP_04,2025-02-06,Production,366.98,0
SUP_04,2025-02-07,Production,429.93,0
SUP_04,2025-02-08,Production,543.69,0
SUP_04,2025-02-09,Production,435.9,0
SUP_04,2025-02-10,Production,371.35,0
SUP_04,2025-02-11,Production,346.52,0
SUP_04,2025-02-12,Production,449.38,0
SUP_04,2025-02-13,Production,418.32,0
SUP_04,2025-02-14,Production,402.38,0
SUP_04,2025-02-15,Production,462.48,0
SUP_04,2025-02-16,Production,465.62,0
SUP_04,2025-02-17,Production,459.57,0
SUP_04,2025-02-18,Production,469.22,0
SUP_04,2025-02-19,Production,382.61,0
SUP_04,2025-02-20,Production,414.88,0
SUP_04,2025-02-21,Production,432.12,0
SUP_04,2025-02-22,Production,447.05,0
SUP_04,2025-02-23,Production,504.26,0
SUP_04,2025-02-24,Production,410.07,0
SUP_04,2025-02-25,Production,407.36,0
SUP_04,2025-02-26,Production,531.56,0
SUP_04,2025-02-27,Production,458.69,0
SUP_04,2025-02-28,Production,373.34,0
SUP_04,2025-03-01,Production,432.95,0
SUP_04,2025-03-02,Production,382.21,0
SUP_04,2025-03-03,Production,387.66,0
SUP_04,2025-03-04,Production,376.84,0
SUP_04,2025-03-05,Production,406.35,0
SUP_04,2025-03-06,Production,562.94,0
SUP_04,2025-03-07,Production,505.41,0
SUP_04,2025-03-08,Production,525.76,0
SUP_04,2025-03-09,Production,509.64,0
SUP_04,2025-03-10,Production,442.6,0
SUP_04,2025-03-11,Production,472.12,0
SUP_04,2025-03-12,Production,455.64,0
SUP_04,2025-03-13,Production,391.43,0
SUP_04,2025-03-14,Production,386.26,0
SUP_04,2025-03-15,Production,499.37,0
SUP_04,2025-03-16,Production,383.19,0
SUP_04,2025-03-17,Production,461.02,0
SUP_04,2025-03-18,Production,485.76,0
SUP_04,2025-03-19,Production,491.28,0
SUP_04,2025-03-20,Production,470.25,0
SUP_04,2025-03-21,Production,384.16,0
SUP_04,2025-03-22,Production,479.63,0
SUP_04,2025-03-23,Production,442.42,0
SUP_04,2025-03-24,Production,396.4,0
SUP_04,2025-03-25,Production,340.95,0
SUP_04,2025-03-26,Production,474.74,0
SUP_04,2025-03-27,Production,364.87,0
SUP_04,2025-03-28,Production,356.38,0
SUP_04,2025-03-29,Production,545.85,0
SUP_04,2025-03-30,Production,384.12,0
SUP_04,2025-03-31,Production,426.97,0
SUP_04,2025-04-01,Production,453.94,0
SUP_04,2025-04-02,Production,453.85,0
SUP_04,2025-04-03,Production,394.11,0
SUP_04,2025-04-04,Production,411.16,0
SUP_04,2025-04-05,Production,494.18,0
SUP_04,2025-04-06,Production,434.71,0
SUP_04,2025-04-07,Production,448.73,0
SUP_04,2025-04-08,Production,331.42,0
SUP_04,2025-04-09,Production,418.54,0
SUP_04,2025-04-10,Production,497.02,0
SUP_05,2025-01-01,Production,404.61,0
SUP_05,2025-01-02,Production,390.77,0
SUP_05,2025-01-03,Production,473.34,0
SUP_05,2025-01-04,Production,487.26,0
SUP_05,2025-01-05,Production,470.77,0
SUP_05,2025-01-06,Production,414.75,0
SUP_05,2025-01-07,Production,496.66,0
SUP_05,2025-01-08,Production,551.39,0
SUP_05,2025-01-09,Production,522.82,0
SUP_05,2025-01-10,Production,352.69,0
SUP_05,2025-01-11,Production,632.34,0
SUP_05,2025-01-12,Production,367.49,0
SUP_05,2025-01-13,Production,373.7,0
SUP_05,2025-01-14,Production,468.95,0
SUP_05,2025-01-15,Production,444.13,0
SUP_05,2025-01-16,Production,472.49,0
SUP_05,2025-01-17,Production,531.64,0
SUP_05,2025-01-18,Production,507.92,0
SUP_05,2025-01-19,Production,394.39,0
SUP_05,2025-01-20,Production,454.49,0
SUP_05,2025-01-21,Production,512.94,0
SUP_05,2025-01-22,Production,515.54,0
SUP_05,2025-01-23,Production,519.99,0
SUP_05,2025-01-24,Production,500.88,0
SUP_05,2025-01-25,Production,494.06,0
SUP_05,2025-01-26,Production,418.04,0
SUP_05,2025-01-27,Production,367.95,0
SUP_05,2025-01-28,Production,476.29,0
SUP_05,2025-01-29,Production,421.74,0
SUP_05,2025-01-30,Production,527.46,0
SUP_05,2025-01-31,Production,395.69,0
SUP_05,2025-02-01,Production,426.27,0
SUP_05,2025-02-02,Production,423.35,0
SUP_05,2025-02-03,Production,510.19,0
SUP_05,2025-02-04,Production,496.77,0
SUP_05,2025-02-05,Production,451.42,0
SUP_05,2025-02-06,Production,468.18,0
SUP_05,2025-02-07,Production,550.51,0
SUP_05,2025-02-08,Production,340.29,0
SUP_05,2025-02-09,Production,496.56,0
SUP_05,2025-02-10,Production,517.22,0
SUP_05,2025-02-11,Production,525.58,0
SUP_05,2025-02-12,Production,499.95,0
SUP_05,2025-02-13,Production,401.83,0
SUP_05,2025-02-14,Production,416.45,0
SUP_05,2025-02-15,Production,491.22,0
SUP_05,2025-02-16,Production,413.32,0
SUP_05,2025-02-17,Production,437.65,0
SUP_05,2025-02-18,Production,356.31,0
SUP_05,2025-02-19,Production,375.78,0
SUP_05,2025-02-20,Production,471.58,0
SUP_05,2025-02-21,Production,423.48,0
SUP_05,2025-02-22,Production,402.77,0
SUP_05,2025-02-23,Production,438.31,0
SUP_05,2025-02-24,Production,468.76,0
SUP_05,2025-02-25,Production,433.74,0
SUP_05,2025-02-26,Production,460.74,0
SUP_05,2025-02-27,Production,455.51,0
SUP_05,2025-02-28,Production,434.35,0
SUP_05,2025-03-01,Production,449.29,0
SUP_05,2025-03-02,Production,394.77,0
SUP_05,2025-03-03,Production,418.78,0
SUP_05,2025-03-04,Production,335.65,0
SUP_05,2025-03-05,Production,377.4,0
SUP_05,2025-03-06,Production,376.11,0
SUP_05,2025-03-07,Production,425.17,0
SUP_05,2025-03-08,Production,520.35,0
SUP_05,2025-03-09,Production,449.44,0
SUP_05,2025-03-10,Production,459.37,0
SUP_05,2025-03-11,Production,391.34,0
SUP_05,2025-03-12,Production,467.87,0
SUP_05,2025-03-13,Production,555.55,0
SUP_05,2025-03-14,Production,444.57,0
SUP_05,2025-03-15,Production,398.67,0
SUP_05,2025-03-16,Production,377.43,0
SUP_05,2025-03-17,Production,466.36,0
SUP_05,2025-03-18,Production,391.41,0
SUP_05,2025-03-19,Production,494.4,0
SUP_05,2025-03-20,Production,386.99,0
SUP_05,2025-03-21,Production,346.92,0
SUP_05,2025-03-22,Production,479.87,0
SUP_05,2025-03-23,Production,369.48,0
SUP_05,2025-03-24,Production,487.73,0
SUP_05,2025-03-25,Production,514.57,0
SUP_05,2025-03-26,Production,413.1,0
SUP_05,2025-03-27,Production,462.97,0
SUP_05,2025-03-28,Production,536.65,0
SUP_05,2025-03-29,Production,421.07,0
SUP_05,2025-03-30,Production,549.49,0
SUP_05,2025-03-31,Production,429.55,0
SUP_05,2025-04-01,Production,391.63,0
SUP_05,2025-04-02,Production,456.07,0
SUP_05,2025-04-03,Production,464.01,0
SUP_05,2025-04-04,Production,520.61,0
SUP_05,2025-04-05,Production,505.17,0
SUP_05,2025-04-06,Production,473.0,0
SUP_05,2025-04-07,Production,490.84,0
SUP_05,2025-04-08,Production,461.26,0
SUP_05,2025-04-09,Production,499.3,0
SUP_05,2025-04-10,Production,417.71,0
SUP_06,2025-01-01,Production,349.16,0
SUP_06,2025-01-02,Production,469.45,0
SUP_06,2025-01-03,Production,700.81,0
SUP_06,2025-01-04,Production,525.33,0
SUP_06,2025-01-05,Production,384.71,0
SUP_06,2025-01-06,Production,580.0,0
SUP_06,2025-01-07,Production,276.11,0
SUP_06,2025-01-08,Production,426.51,0
SUP_06,2025-01-09,Production,487.07,0
SUP_06,2025-01-10,Production,387.21,0
SUP_06,2025-01-11,Production,394.58,0
SUP_06,2025-01-12,Production,434.14,0
SUP_06,2025-01-13,Production,399.4,0
SUP_06,2025-01-14,Production,376.87,0
SUP_06,2025-01-15,Production,348.88,0
SUP_06,2025-01-16,Production,304.5,0
SUP_06,2025-01-17,Production,359.87,0
SUP_06,2025-01-18,Production,440.53,0
SUP_06,2025-01-19,Production,543.86,0
SUP_06,2025-01-20,Production,388.13,0
SUP_06,2025-01-21,Production,336.99,0
SUP_06,2025-01-22,Production,599.73,0
SUP_06,2025-01-23,Production,343.37,0
SUP_06,2025-01-24,Production,458.82,0
SUP_06,2025-01-25,Production,362.67,0
SUP_06,2025-01-26,Production,382.95,0
SUP_06,2025-01-27,Production,486.05,0
SUP_06,2025-01-28,Production,493.01,0
SUP_06,2025-01-29,Production,568.54,0
SUP_06,2025-01-30,Production,512.37,0
SUP_06,2025-01-31,Production,464.37,0
SUP_06,2025-02-01,Production,508.25,0
SUP_06,2025-02-02,Production,353.91,0
SUP_06,2025-02-03,Production,562.9,0
SUP_06,2025-02-04,Production,499.68,0
SUP_06,2025-02-05,Production,495.68,0
SUP_06,2025-02-06,Production,505.82,0
SUP_06,2025-02-07,Production,311.99,0
SUP_06,2025-02-08,Production,344.24,0
SUP_06,2025-02-09,Production,462.34,0
SUP_06,2025-02-10,Production,463.52,0
SUP_06,2025-02-11,Production,503.63,0
SUP_06,2025-02-12,Production,459.94,0
SUP_06,2025-02-13,Production,432.79,0
SUP_06,2025-02-14,Production,567.31,0
SUP_06,2025-02-15,Production,482.6,0
SUP_06,2025-02-16,Production,519.64,0
SUP_06,2025-02-17,Production,561.47,0
SUP_06,2025-02-18,Production,567.88,0
SUP_06,2025-02-19,Production,479.63,0
SUP_06,2025-02-20,Production,517.69,0
SUP_06,2025-02-21,Production,474.81,0
SUP_06,2025-02-22,Production,550.03,0
SUP_06,2025-02-23,Production,662.7,0
SUP_06,2025-02-24,Production,352.55,0
SUP_06,2025-02-25,Production,379.8,0
SUP_06,2025-02-26,Production,597.7,0
SUP_06,2025-02-27,Production,467.36,0
SUP_06,2025-02-28,Production,409.9,0
SUP_06,2025-03-01,Production,385.26,0
SUP_06,2025-03-02,Production,537.43,0
SUP_06,2025-03-03,Production,502.26,0
SUP_06,2025-03-04,Production,637.25,0
SUP_06,2025-03-05,Production,441.49,0
SUP_06,2025-03-06,Production,534.09,0
SUP_06,2025-03-07,Production,604.25,0
SUP_06,2025-03-08,Production,316.26,0
SUP_06,2025-03-09,Production,351.75,0
SUP_06,2025-03-10,Production,475.31,0
SUP_06,2025-03-11,Production,396.6,0
SUP_06,2025-03-12,Production,410.69,0
SUP_06,2025-03-13,Production,388.36,0
SUP_06,2025-03-14,Production,436.2,0
SUP_06,2025-03-15,Production,365.69,0
SUP_06,2025-03-16,Production,330.64,0
SUP_06,2025-03-17,Production,485.92,0
SUP_06,2025-03-18,Production,461.64,0
SUP_06,2025-03-19,Production,541.3,0
SUP_06,2025-03-20,Production,498.68,0
SUP_06,2025-03-21,Production,489.54,0
SUP_06,2025-03-22,Production,520.22,0
SUP_06,2025-03-23,Production,364.68,0
SUP_06,2025-03-24,Production,403.51,0
SUP_06,2025-03-25,Production,475.64,0
SUP_06,2025-03-26,Production,537.19,0
SUP_06,2025-03-27,Production,510.3,0
SUP_06,2025-03-28,Production,430.23,0
SUP_06,2025-03-29,Production,432.63,0
SUP_06,2025-03-30,Production,473.3,0
SUP_06,2025-03-31,Production,342.15,0
SUP_06,2025-04-01,Production,529.14,0
SUP_06,2025-04-02,Production,522.03,0
SUP_06,2025-04-03,Production,536.65,0
SUP_06,2025-04-04,Production,542.65,0
SUP_06,2025-04-05,Production,543.07,0
SUP_06,2025-04-06,Production,274.28,0
SUP_06,2025-04-07,Production,471.01,0
SUP_06,2025-04-08,Production,316.64,0
SUP_06,2025-04-09,Production,361.15,0
SUP_06,2025-04-10,Production,437.61,0
MFG_01,2025-01-01,Production,829.06,0
MFG_01,2025-01-02,Production,750.53,0
MFG_01,2025-01-03,Production,741.34,0
MFG_01,2025-01-04,Production,884.61,0
MFG_01,2025-01-05,Production,742.22,0
MFG_01,2025-01-06,Production,632.45,0
MFG_01,2025-01-07,Production,591.5,0
MFG_01,2025-01-08,Production,639.53,0
MFG_01,2025-01-09,Production,730.32,0
MFG_01,2025-01-10,Production,577.97,0
MFG_01,2025-01-11,Production,760.4,0
MFG_01,2025-01-12,Production,748.48,0
MFG_01,2025-01-13,Production,653.62,0
MFG_01,2025-01-14,Production,729.6,0
MFG_01,2025-01-15,Production,767.61,0
MFG_01,2025-01-16,Production,661.74,0
MFG_01,2025-01-17,Production,787.55,0
MFG_01,2025-01-18,Production,653.93,0
MFG_01,2025-01-19,Production,774.16,0
MFG_01,2025-01-20,Production,854.37,0
MFG_01,2025-01-21,Production,749.69,0
MFG_01,2025-01-22,Production,602.6,0
MFG_01,2025-01-23,Production,728.18,0
MFG_01,2025-01-24,Production,727.47,0
MFG_01,2025-01-25,Production,640.61,0
MFG_01,2025-01-26,Production,603.89,0
MFG_01,2025-01-27,Production,684.82,0
MFG_01,2025-01-28,Production,800.05,0
MFG_01,2025-01-29,Production,795.4,0
MFG_01,2025-01-30,Production,830.61,0
MFG_01,2025-01-31,Production,715.87,0
MFG_01,2025-02-01,Production,901.11,0
MFG_01,2025-02-02,Production,642.0,0
MFG_01,2025-02-03,Production,760.64,0
