date,node_id,value
2026-01-26,R001,86.6
2026-02-05,R001,86.3
2026-02-12,R001,108.4
2026-02-19,R001,110.1
2026-02-26,R001,107.9
2026-03-05,R001,99.7
2026-03-12,R001,83.2
2026-03-19,R001,78.3
2026-03-26,R001,111.4
2026-04-05,R001,93.3
2026-04-12,R001,119.5
2026-04-19,R001,120.2
2026-04-26,R001,82.5
2026-05-05,R001,109.7
2026-05-12,R001,104.1
2026-05-19,R001,99.1
2026-05-26,R001,85.8
2026-06-05,R001,108.7
2026-06-12,R001,97.7
2026-06-19,R001,99.9
2026-06-26,R001,77.8
2026-07-05,R001,99.0
2026-07-12,R001,94.5
2026-01-05,R002,96.2
2026-01-12,R002,96.1
2026-01-19,R002,75.7
2026-01-26,R002,97.4
2026-02-05,R002,98.6
2026-02-12,R002,90.2
2026-02-19,R002,103.0
2026-02-26,R002,76.7
2026-03-05,R002,100.1
2026-03-12,R002,94.7
2026-03-19,R002,88.6
2026-03-26,R002,97.4
2026-04-05,R002,82.0
2026-04-12,R002,76.0
2026-04-19,R002,69.4
2026-04-26,R002,106.3
2026-05-05,R002,102.2
2026-05-12,R002,94.0
2026-05-19,R002,73.9
2026-05-26,R002,101.8
2026-06-05,R002,111.6
2026-06-12,R002,109.1
2026-06-19,R002,98.6
2026-06-26,R002,88.2
2026-07-05,R002,87.1
2026-07-12,R002,111.1
2026-01-05,R003,50.0
2026-01-12,R003,35.0
2026-01-19,R003,56.6
2026-01-26,R003,51.8
2026-02-05,R003,48.3
2026-02-12,R003,54.7
2026-02-19,R003,49.3
2026-02-26,R003,64.3
2026-03-05,R003,70.2
2026-03-12,R003,66.0
2026-03-19,R003,49.9
2026-03-26,R003,47.1
2026-04-05,R003,55.6
2026-04-12,R003,44.0
2026-04-19,R003,64.8
2026-04-26,R003,57.0
2026-05-05,R003,46.7
2026-05-12,R003,62.7
2026-05-19,R003,51.6
2026-05-26,R003,40.4
2026-06-05,R003,55.1
2026-06-12,R003,52.9
2026-06-19,R003,58.2
2026-06-26,R003,61.1
2026-07-05,R003,56.0
2026-07-12,R003,80.1
